V2.3,UID,Old Input tester,Input to test,Input to Entity Under Test,Output,Pattern name,Type,Message Under Test,Test Name,Description,Entity under test,Input for generated MR: message to handle,Input for generated MR: Oracle,Requirement,Requirement Source,Profile,Cases,Related to,Type MIG,Severity,Reasons  for chosen Severity,Reference OAuch,Reference OpenID Connect Conformance Profiles v3.0,Reference spid-cie-oidc-django unit test,Reference Test MIG for CIE Core Web,Reference IPZS Test plan document,Reference spid-oidc-check-op,Note,Has Reference,Checked,Divider,Implementation dependent,Session in spid-oidc-cie-django,"Stato del test [E= Eseguito, N= Non eseguito, ND= Non definito, ToDo= Da Eseguire]",Motivazione,Spid-cie-oidc-django result,"Versione Django Feb,21 2024 - 87467470e7c491e91d0e6bb95ada85ec6f71ca77",Test,Django v2.2
x,AA-Entity Configuration response-BODY-PAYLOAD-metadata-federation_trust_mark_status_endpoint-type,AA metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the federation_trust_mark_status_endpoint claim is an URL, not compliant otherwise",JWT parameter type,Correct Input,Entity Configuration response,Does the AA metadata contain the correct federation_trust_mark_status_endpoint claim type,In this test the AA metadata in the AA Entity Configuration are taken and the presence of the federation_trust_mark_status_endpoint claim in the 'federation_entity' entity type is checked. It MUST be an URL.,AA,,"Entity Configuration response | body | [^\r\n]* | payload | .metadata.federation_entity | {""type"": ""object"",""properties"": {""federation_trust_mark_status_endpoint"": {""type"": ""string"",""format"": ""uri-refrence""}},""required"": [""federation_trust_mark_status_endpoint""]}",The AA Metadata of type 'federation_entity' MUST contain federation_trust_mark_status_endpoint,SPID_CIE_OIDC#AA-Metadata; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/metadata_aa.html,OIDC Federation,IT,AA-Entity Configuration response-BODY-PAYLOAD-metadata-federation_trust_mark_status_endpoint-presence,Passive,M,Missing parameter,,,,,,,,FALSE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
x,AA-Entity Configuration response-BODY-PAYLOAD-metadata-federation_trust_mark_status_endpoint-specific_type,AA metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the federation_trust_mark_status_endpoint claim is an HTTPS URL that ends with /trust_mark_status, not compliant otherwise",JWT parameter type,Correct Input,Entity Configuration response,Does the AA metadata contain the correct federation_trust_mark_status_endpoint claim type,In this test the AA metadata in the AA Entity Configuration are taken and the presence of the federation_trust_mark_status_endpoint claim in the 'federation_entity' entity type is checked. It MUST be an HTTPS URL that ends with /trust_mark_status.,AA,,"Entity Configuration response | body | [^\r\n]* | payload | .metadata.federation_entity | {""type"": ""object"",""properties"": {""federation_trust_mark_status_endpoint"": {""type"": ""string"",""format"": ""uri-refrence"", ""pattern"":""^https://.*/trust_mark_status""}},""required"": [""federation_trust_mark_status_endpoint""]}",The AA Metadata of type 'federation_entity' MUST contain federation_trust_mark_status_endpoint,SPID_CIE_OIDC#AA-Metadata; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/metadata_aa.html,OIDC Federation,IT,AA-Entity Configuration response-BODY-PAYLOAD-metadata-federation_trust_mark_status_endpoint-presence,Passive,M,Missing parameter,,,,,,,,FALSE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
x,AA-Entity Configuration response-BODY-PAYLOAD-metadata-issuer-presence,AA metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the issuer claim is present, not compliant otherwise",JWT parameter JSON presence,Correct Input,Entity Configuration response,Does the AA metadata contain the issuer claim,In this test the AA metadata in the AA Entity Configuration are taken and the presence of the issuer claim in the 'oauth_authorization_server' entity type is checked.,AA,,Entity Configuration response | body | [^\r\n]* | payload | metadata.oauth_authorization_server.issuer,The AA Metadata of type 'oauth_authorization_server' MUST contain issuer,SPID_CIE_OIDC#AA-Metadata; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/metadata_aa.html,OIDC Federation,"FED, IT",ALL-Entity Configuration response-BODY-PAYLOAD-metadata_specific-value,Passive,M,Missing parameter,,,,,,,,FALSE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
x,AA-Entity Configuration response-BODY-PAYLOAD-metadata-issuer-type,AA metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the issuer claim in the metadata claim is a URL, not compliant otherwise",JWT parameter type,Correct Input,Entity Configuration response,Does the AA metadata contain a correct type of issuer claim,In this test the AA metadata in the AA Entity Configuration are taken and the value of the issuer claim in the 'oauth_authorization_server' entity type is a URL,AA,,"Entity Configuration response | body | [^\n\r]* | payload | .metadata.oauth_authorization_server | {""type"":""object"", ""properties"":{""issuer"":{""type"":""string"", ""format"":""uri""}},""required"":[""issuer""]})",The AA Metadata of type 'oauth_authorization_server' MUST contain issuer as URL,SPID_CIE_OIDC#AA-Metadata; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/metadata_aa.html,OIDC Federation,"FED, IT",AA-Entity Configuration response-BODY-PAYLOAD-metadata-issuer-presence,Passive,L,Type mismatch,,,,,,,,FALSE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
x,AA-Entity Configuration response-BODY-PAYLOAD-metadata-issuer-specific_type,AA metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the issuer claim in the metadata claim is an HTTPS URL, not compliant otherwise",JWT parameter type,Correct Input,Entity Configuration response,Does the AA metadata contain a correct type of issuer claim,In this test the AA metadata in the AA Entity Configuration are taken and the value of the issuer claim in the 'oauth_authorization_server' entity type is an HTTPS URL,AA,,"Entity Configuration response | body | [^\n\r]* | payload | .metadata.oauth_authorization_server | {""type"":""object"", ""properties"":{""issuer"":{""type"":""string"", ""format"":""uri"", ""pattern"":""^https://""}},""required"":[""issuer""]})",The AA Metadata of type 'oauth_authorization_server' MUST contain issuer as HTTPS URL,SPID_CIE_OIDC#AA-Metadata; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/metadata_aa.html,OIDC Federation,"FED, IT",AA-Entity Configuration response-BODY-PAYLOAD-metadata-issuer-type,Passive,L,Type mismatch,,,,,,,,FALSE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
x,AA-Entity Configuration response-BODY-PAYLOAD-metadata-issuer-value,AA metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the issuer claim in the metadata claim is a URL, not compliant otherwise",JWT parameter type,Correct Input,Entity Configuration response,Does the AA metadata contain a correct type of issuer claim,In this test the AA metadata in the AA Entity Configuration are taken and the value of the issuer claim in the 'oauth_authorization_server' entity type is a URL,AA,,"Entity Configuration response | body | [^\n\r]* | payload | .metadata.oauth_authorization_server | {""type"":""object"", ""properties"":{""issuer"":{""type"":""string"", ""format"":""uri"", ""pattern"":""^https://x_url_AA""}},""required"":[""issuer""]})",The AA Metadata of type 'oauth_authorization_server' MUST contain issuer as HTTPS URL,SPID_CIE_OIDC#AA-Metadata; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/metadata_aa.html,OIDC Federation,"FED, IT",AA-Entity Configuration response-BODY-PAYLOAD-metadata-issuer-presence,Passive,L,Type mismatch,,,,,,,,FALSE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
x,AA-Entity Configuration response-BODY-PAYLOAD-metadata-authorization_endpoint-presence,AA metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the authorization_endpoint claim is present, not compliant otherwise",JWT parameter JSON presence,Correct Input,Entity Configuration response,Does the AA metadata contain the authorization_endpoint claim,In this test the AA metadata in the AA Entity Configuration are taken and the presence of the authorization_endpoint claim in the 'oauth_authorization_server' entity type is checked.,AA,,Entity Configuration response | body | [^\r\n]* | payload | metadata.oauth_authorization_server.authorization_endpoint,The AA Metadata of type 'oauth_authorization_server' MUST contain authorization_endpoint,SPID_CIE_OIDC#AA-Metadata; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/metadata_aa.html,OIDC Federation,"FED, IT",ALL-Entity Configuration response-BODY-PAYLOAD-metadata_specific-value,Passive,M,Missing parameter,,,,,,,,FALSE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
x,AA-Entity Configuration response-BODY-PAYLOAD-metadata-authorization_endpoint-type,AA metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the authorization_endpoint claim contains an URL, not compliant otherwise",JWT parameter type,Correct Input,Entity Configuration response,Does the AA metadata contain correct type authorization_endpoint claim,"In this test the AA metadata in the AA Entity Configuration are taken and the value of the authorization_endpoint claim in the 'oauth_authorization_server' entity type is ""private""",AA,,"Entity Configuration response | body | [^\n\r]* | payload | .metadata.oauth_authorization_server | {""type"": ""object"",""properties"": {""authorization_endpoint"": {""type"": ""string"",""format"": ""uri"", ""pattern"": ""^https://""}},""required"": [""authorization_endpoint""]}",The AA Metadata of type 'federation_entity' MUST contain authorization_endpoint,SPID_CIE_OIDC#RP-Metadata; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/metadata_oidc_rp.html,OIDC Federation,IT,AA-Entity Configuration response-BODY-PAYLOAD-metadata-authorization_endpoint-presence,Passive,L,Type mismatch,,,,,,,,FALSE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
x,AA-Entity Configuration response-BODY-PAYLOAD-metadata-token_endpoint-presence,AA metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the token_endpoint claim is present, not compliant otherwise",JWT parameter JSON presence,Correct Input,Entity Configuration response,Does the AA metadata contain the token_endpoint claim,In this test the AA metadata in the AA Entity Configuration are taken and the presence of the token_endpoint claim in the 'oauth_authorization_server' entity type is checked.,AA,,Entity Configuration response | body | [^\r\n]* | payload | metadata.oauth_authorization_server.token_endpoint,The AA Metadata of type 'oauth_authorization_server' MUST contain token_endpoint,SPID_CIE_OIDC#AA-Metadata; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/metadata_aa.html,OIDC Federation,IT,ALL-Entity Configuration response-BODY-PAYLOAD-metadata_specific-value,Passive,M,Missing parameter,,,,,,,,FALSE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
x,AA-Entity Configuration response-BODY-PAYLOAD-metadata-token_endpoint-type,AA metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the token_endpoint claim contains an URL, not compliant otherwise",JWT parameter type,Correct Input,Entity Configuration response,Does the AA metadata contain correct type token_endpoint claim,In this test the AA metadata in the AA Entity Configuration are taken and the value of the token_endpoint claim in the 'oauth_authorization_server' entity type is an URL,AA,,"Entity Configuration response | body | [^\n\r]* | payload | .metadata.oauth_authorization_server | {""type"": ""object"",""properties"": {""token_endpoint"": {""type"": ""string"",""format"": ""uri""}},""required"": [""token_endpoint""]}",The AA Metadata of type 'federation_entity' MUST contain authorization_endpoint,SPID_CIE_OIDC#RP-Metadata; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/metadata_oidc_rp.html,OIDC Federation,IT,AA-Entity Configuration response-BODY-PAYLOAD-metadata-token_endpoint-presence,Passive,L,Type mismatch,,,,,,,,FALSE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
x,AA-Entity Configuration response-BODY-PAYLOAD-metadata-token_endpoint-specific_type,AA metadata,Entity Configuration response,Trigger Entity Configuration response,"Compliant if the token_endpoint claim contains an HTTPS URL, not compliant otherwise",JWT parameter type,Correct Input,Entity Configuration response,Does the AA metadata contain correct type token_endpoint claim,In this test the AA metadata in the AA Entity Configuration are taken and the value of the token_endpoint claim in the 'oauth_authorization_server' entity type is an HTTPS URL,AA,,"Entity Configuration response | body | [^\n\r]* | payload | .metadata.oauth_authorization_server | {""type"": ""object"",""properties"": {""token_endpoint"": {""type"": ""string"",""format"": ""uri"", ""pattern"": ""^https://""}},""required"": [""token_endpoint""]}",The AA Metadata of type 'federation_entity' MUST contain authorization_endpoint,SPID_CIE_OIDC#RP-Metadata; https://docs.italia.it/italia/spid/spid-cie-oidc-docs/it/versione-corrente/metadata_oidc_rp.html,OIDC Federation,IT,AA-Entity Configuration response-BODY-PAYLOAD-metadata-token_endpoint-presence,Passive,L,Type mismatch,,,,,,,,FALSE,,,yes,s1,E,Messaggio non presente,N_A,AA non presente,not_applicable,
